Date,Product_ID,Category,Units_Sold,Unit_Price,Discount,Channel
2025-01-26,P115,Home Decor,25,93.70572149748756,0,Google Ads
2025-01-26,P117,Home Decor,38,18.866296101779096,0,Organic Search
2025-01-26,P116,Kitchen,32,100.35460595865814,15,Google Ads
2025-01-26,P106,Kitchen,27,95.7436785939536,10,Organic Search
2025-01-26,P110,Kitchen,25,62.30713420755982,0,Meta Ads
2025-01-26,P119,Kitchen,8,39.00749457786358,5,Google Ads
2025-01-26,P102,Kitchen,12,17.329397913181673,0,Meta Ads
2025-01-26,P103,Kitchen,16,100.72050219737154,15,Meta Ads
2025-01-26,P117,Kitchen,27,94.28941184573,5,Google Ads
2025-01-26,P102,Kitchen,43,29.319004936610824,0,Organic Search
2025-01-26,P106,Kitchen,22,56.18562473547189,0,Email
2025-01-26,P120,Outdoor,37,97.28356633782002,0,Meta Ads
2025-01-26,P110,Outdoor,9,98.62953644575711,0,Organic Search
2025-01-26,P117,Outdoor,24,63.20925440501744,15,Meta Ads
2025-01-26,P102,Outdoor,47,75.86324311953254,0,Meta Ads
2025-01-26,P115,Outdoor,20,30.949782818790908,0,Google Ads
2025-01-26,P108,Outdoor,8,51.29506474900564,10,Google Ads
2025-01-26,P118,Electronics,23,101.28801686866717,0,Email
2025-01-26,P110,Electronics,25,72.61510746677791,0,Google Ads
2025-01-26,P112,Electronics,38,28.51858182146261,0,Google Ads
2025-01-26,P109,Electronics,26,23.58469835463155,10,Google Ads
2025-01-26,P116,Electronics,30,106.17161623873662,0,Google Ads
2025-01-26,P103,Electronics,19,71.34201782866992,10,Google Ads
2025-01-26,P114,Electronics,27,70.78290416722108,5,Email
2025-01-26,P114,Furniture,11,87.15237806734977,10,Google Ads
2025-01-26,P111,Furniture,49,106.05757301284595,0,Meta Ads
2025-01-26,P119,Furniture,29,92.427546639851,0,Google Ads
2025-01-26,P107,Furniture,43,24.3664545147659,0,Meta Ads
2025-01-26,P117,Furniture,29,86.30574351017141,5,Meta Ads
2025-01-26,P113,Furniture,40,71.39618689094752,0,Meta Ads
2025-02-02,P112,Home Decor,45,50.4319175565514,10,Google Ads
2025-02-02,P102,Home Decor,49,49.68659053449597,10,Google Ads
2025-02-02,P106,Home Decor,8,104.33583937279535,0,Meta Ads
2025-02-02,P109,Home Decor,35,58.09166683391446,15,Google Ads
2025-02-02,P106,Home Decor,32,111.32653937398082,0,Meta Ads
2025-02-02,P106,Kitchen,6,73.46010376646262,0,Email
2025-02-02,P119,Kitchen,9,34.63959359853995,0,Organic Search
2025-02-02,P119,Kitchen,24,40.453021903583426,0,Google Ads
2025-02-02,P114,Kitchen,41,68.14091541773143,10,Google Ads
2025-02-02,P113,Kitchen,37,53.76920055853909,0,Meta Ads
2025-02-02,P110,Outdoor,17,86.8800125273825,0,Organic Search
2025-02-02,P105,Outdoor,13,77.54206776382364,0,Google Ads
2025-02-02,P103,Outdoor,9,102.21503781771156,15,Meta Ads
2025-02-02,P114,Outdoor,15,113.52574796620897,0,Organic Search
2025-02-02,P103,Outdoor,26,20.049937616229208,5,Organic Search
2025-02-02,P111,Outdoor,18,98.95139874654915,10,Email
2025-02-02,P105,Outdoor,18,69.92186960075753,0,Organic Search
2025-02-02,P113,Outdoor,22,100.7429411445156,0,Meta Ads
2025-02-02,P114,Outdoor,42,71.67701150103647,0,Organic Search
2025-02-02,P117,Electronics,6,72.07305041696881,10,Organic Search
2025-02-02,P119,Electronics,10,113.6823729794149,5,Meta Ads
2025-02-02,P108,Electronics,19,107.25605711421102,0,Email
2025-02-02,P107,Electronics,33,30.925862371938873,0,Meta Ads
2025-02-02,P105,Electronics,37,18.520905647256836,0,Email
2025-02-02,P105,Furniture,37,25.806183228135225,0,Organic Search
2025-02-02,P115,Furniture,28,78.41557656761381,0,Organic Search
2025-02-02,P108,Furniture,8,90.83651968127197,5,Google Ads
2025-02-02,P119,Furniture,40,90.19880284695998,0,Email
2025-02-02,P120,Furniture,14,50.96504700374706,0,Google Ads
2025-02-02,P115,Furniture,47,31.10189732718842,0,Google Ads
2025-02-09,P101,Home Decor,47,112.8724196607793,0,Google Ads
2025-02-09,P104,Home Decor,41,89.26005660290686,0,Email
2025-02-09,P109,Home Decor,33,25.945931435439995,10,Meta Ads
2025-02-09,P111,Home Decor,41,118.40832589104512,10,Meta Ads
2025-02-09,P101,Home Decor,44,78.82891134839716,0,Organic Search
2025-02-09,P109,Home Decor,30,50.017413027570136,0,Google Ads
2025-02-09,P111,Kitchen,11,51.430086199103904,5,Organic Search
2025-02-09,P117,Kitchen,48,110.83869360230852,0,Meta Ads
2025-02-09,P107,Kitchen,28,47.70468296893953,5,Google Ads
2025-02-09,P111,Kitchen,32,37.331482355828754,0,Email
2025-02-09,P117,Kitchen,24,58.53553299133749,0,Organic Search
2025-02-09,P108,Outdoor,5,47.543377258204146,0,Meta Ads
2025-02-09,P119,Outdoor,23,51.68563490017996,0,Google Ads
2025-02-09,P117,Outdoor,34,102.83930539569495,0,Google Ads
2025-02-09,P101,Outdoor,6,71.11786858201093,0,Email
2025-02-09,P106,Outdoor,8,34.10245370200347,10,Email
2025-02-09,P107,Outdoor,14,43.42819068007314,5,Email
2025-02-09,P101,Outdoor,32,103.1778302429399,10,Google Ads
2025-02-09,P108,Outdoor,7,39.2628536417475,5,Google Ads
2025-02-09,P108,Outdoor,41,33.74718951570503,5,Google Ads
2025-02-09,P103,Electronics,18,78.33572722858285,10,Google Ads
2025-02-09,P116,Electronics,41,29.813594121659925,0,Meta Ads
2025-02-09,P116,Electronics,14,23.978395739719147,0,Google Ads
2025-02-09,P119,Electronics,23,76.21936390181767,0,Google Ads
2025-02-09,P102,Electronics,9,50.89082192827698,0,Organic Search
2025-02-09,P102,Electronics,16,102.21872318935122,0,Meta Ads
2025-02-09,P102,Furniture,39,114.58759723102645,5,Organic Search
2025-02-09,P117,Furniture,27,98.9848018744681,0,Organic Search
2025-02-09,P119,Furniture,13,71.87159253939103,5,Meta Ads
2025-02-09,P107,Furniture,26,102.66767486392641,15,Google Ads
2025-02-09,P113,Furniture,41,16.931021037484008,10,Email
2025-02-16,P110,Home Decor,42,22.05341699114956,0,Meta Ads
2025-02-16,P106,Home Decor,27,26.190766663510807,0,Organic Search
2025-02-16,P106,Home Decor,38,78.05427034553361,5,Email
2025-02-16,P107,Home Decor,21,58.970905113667676,0,Meta Ads
2025-02-16,P114,Home Decor,47,34.358946671291136,0,Google Ads
2025-02-16,P119,Home Decor,25,102.89329402381809,0,Google Ads
2025-02-16,P104,Home Decor,43,79.09249003583555,10,Email
2025-02-16,P115,Home Decor,26,91.92007020707628,0,Organic Search
2025-02-16,P104,Home Decor,23,77.48318272352677,0,Meta Ads
2025-02-16,P113,Kitchen,13,95.94578139331131,0,Google Ads
2025-02-16,P109,Kitchen,5,67.02658820165084,5,Meta Ads
2025-02-16,P110,Kitchen,39,101.00574335579097,5,Meta Ads
2025-02-16,P112,Kitchen,42,76.97422002125415,0,Organic Search
2025-02-16,P112,Kitchen,21,114.77492215118426,0,Organic Search
2025-02-16,P115,Kitchen,20,106.65931276702287,5,Google Ads
2025-02-16,P117,Kitchen,20,104.16554341435852,0,Email
2025-02-16,P112,Outdoor,30,20.41755969916455,5,Google Ads
2025-02-16,P110,Outdoor,21,33.96041123837002,0,Meta Ads
2025-02-16,P107,Outdoor,11,46.22164577411783,10,Google Ads
2025-02-16,P118,Outdoor,33,64.7924927490337,10,Meta Ads
2025-02-16,P107,Outdoor,46,82.67739831571133,5,Meta Ads
2025-02-16,P112,Electronics,38,107.92482743494452,0,Google Ads
2025-02-16,P112,Electronics,8,98.02593230809117,0,Meta Ads
2025-02-16,P118,Electronics,49,79.66563475914198,0,Meta Ads
2025-02-16,P103,Electronics,34,15.02493997546788,0,Organic Search
2025-02-16,P118,Electronics,39,22.35311910348446,0,Organic Search
2025-02-16,P117,Electronics,48,80.88807363792885,10,Meta Ads
2025-02-16,P115,Electronics,34,58.86551212757004,0,Meta Ads
2025-02-16,P101,Furniture,7,64.06763048645352,0,Google Ads
2025-02-16,P118,Furniture,41,19.419784911818,0,Google Ads
2025-02-16,P114,Furniture,19,55.354297951766576,5,Google Ads
2025-02-16,P112,Furniture,41,97.56622651363297,0,Organic Search
2025-02-16,P106,Furniture,28,64.07715868123631,5,Organic Search
2025-02-16,P107,Furniture,12,113.9868362841882,5,Organic Search
2025-02-16,P119,Furniture,14,19.929262500520366,0,Meta Ads
2025-02-16,P109,Furniture,7,101.75159805836641,10,Google Ads
2025-02-16,P115,Furniture,13,112.41398973549737,15,Google Ads
2025-02-23,P110,Home Decor,22,88.08216489564819,0,Meta Ads
2025-02-23,P103,Home Decor,29,77.25869315837883,0,Google Ads
2025-02-23,P102,Home Decor,7,43.660734359913064,0,Meta Ads
2025-02-23,P103,Home Decor,16,18.71934868394723,0,Organic Search
2025-02-23,P105,Home Decor,38,57.88758737242336,0,Email
2025-02-23,P108,Home Decor,30,70.92326453708002,15,Email
2025-02-23,P116,Home Decor,9,119.10491019023006,0,Email
2025-02-23,P113,Home Decor,33,110.1839405416809,0,Meta Ads
2025-02-23,P108,Home Decor,31,105.7717524322716,5,Email
2025-02-23,P116,Kitchen,37,31.52076926876523,0,Email
2025-02-23,P113,Kitchen,29,112.65948680352255,0,Organic Search
2025-02-23,P106,Kitchen,9,107.49142971588749,10,Google Ads
2025-02-23,P119,Kitchen,46,28.531336084711747,0,Organic Search
2025-02-23,P107,Kitchen,40,73.39908217917448,5,Google Ads
2025-02-23,P112,Kitchen,36,23.83031356913839,0,Google Ads
2025-02-23,P109,Kitchen,35,54.55301300861387,0,Email
2025-02-23,P103,Outdoor,23,94.90792976271294,0,Google Ads
2025-02-23,P102,Outdoor,19,112.86295107855183,0,Meta Ads
2025-02-23,P104,Outdoor,40,22.12289120604305,0,Google Ads
2025-02-23,P117,Outdoor,21,76.1278983185087,0,Email
2025-02-23,P118,Outdoor,33,61.82562223608375,5,Organic Search
2025-02-23,P120,Outdoor,11,21.89074518027136,10,Email
2025-02-23,P115,Outdoor,15,86.74601454368305,0,Meta Ads
2025-02-23,P114,Outdoor,8,59.74903673477716,0,Meta Ads
2025-02-23,P107,Outdoor,33,87.83663370705631,0,Meta Ads
2025-02-23,P115,Electronics,26,28.790188272984697,10,Email
2025-02-23,P112,Electronics,33,114.07967161759788,0,Google Ads
2025-02-23,P120,Electronics,9,118.31765303578196,0,Meta Ads
2025-02-23,P106,Electronics,39,18.269078702873692,5,Google Ads
2025-02-23,P112,Electronics,48,64.6870402026135,15,Meta Ads
2025-02-23,P114,Electronics,33,96.54266954313289,5,Google Ads
2025-02-23,P120,Furniture,33,28.780712156650694,0,Google Ads
2025-02-23,P103,Furniture,19,65.55984690881776,0,Google Ads
2025-02-23,P117,Furniture,24,60.18211896444358,0,Email
2025-02-23,P102,Furniture,15,118.35689777730491,0,Email
2025-02-23,P118,Furniture,22,65.39357764529797,5,Email
2025-02-23,P111,Furniture,37,115.02810699406528,10,Email
2025-03-02,P119,Home Decor,21,25.7932024717299,0,Google Ads
2025-03-02,P115,Home Decor,26,37.0867058914812,0,Meta Ads
2025-03-02,P108,Home Decor,37,69.3597225553947,0,Google Ads
2025-03-02,P113,Home Decor,17,23.250742201277177,0,Google Ads
2025-03-02,P102,Home Decor,30,87.3938217594129,10,Organic Search
2025-03-02,P102,Home Decor,48,25.979623235112026,5,Google Ads
2025-03-02,P103,Home Decor,13,113.30228585558743,0,Organic Search
2025-03-02,P118,Kitchen,12,89.97912787390491,10,Organic Search
2025-03-02,P115,Kitchen,11,84.38611242142132,0,Organic Search
2025-03-02,P106,Kitchen,30,65.4949023021434,0,Organic Search
2025-03-02,P110,Kitchen,22,21.3369688190092,0,Meta Ads
2025-03-02,P113,Kitchen,23,117.46585186100879,0,Meta Ads
2025-03-02,P119,Outdoor,10,90.5161867185877,0,Google Ads
2025-03-02,P109,Outdoor,32,35.95195734756024,5,Meta Ads
2025-03-02,P115,Outdoor,16,33.290300340716634,15,Google Ads
2025-03-02,P120,Outdoor,32,53.959070113383284,15,Email
2025-03-02,P118,Outdoor,36,76.74612969945832,0,Organic Search
2025-03-02,P102,Outdoor,6,77.76097435186576,5,Meta Ads
2025-03-02,P107,Outdoor,16,55.30395094611861,0,Google Ads
2025-03-02,P115,Outdoor,30,90.1616212916193,10,Google Ads
2025-03-02,P110,Outdoor,18,68.82459654660954,0,Google Ads
2025-03-02,P109,Electronics,18,69.05582216261746,0,Google Ads
2025-03-02,P102,Electronics,21,56.063561348434874,15,Google Ads
2025-03-02,P102,Electronics,9,49.144956743592964,5,Organic Search
2025-03-02,P104,Electronics,35,39.78529865137872,0,Organic Search
2025-03-02,P114,Electronics,33,50.38533352528506,10,Meta Ads
2025-03-02,P101,Electronics,12,79.80022359342315,5,Meta Ads
2025-03-02,P120,Electronics,47,92.32221158189225,5,Meta Ads
2025-03-02,P105,Electronics,48,61.868707883821486,10,Email
2025-03-02,P106,Electronics,24,43.323709209283905,0,Google Ads
2025-03-02,P120,Furniture,5,27.821540971052812,0,Google Ads
2025-03-02,P105,Furniture,18,87.26182591599252,0,Google Ads
2025-03-02,P118,Furniture,47,16.824877969475363,0,Organic Search
2025-03-02,P107,Furniture,47,66.32889092697661,5,Meta Ads
2025-03-02,P120,Furniture,49,30.07194801413625,10,Google Ads
2025-03-02,P108,Furniture,5,91.73709486144202,0,Organic Search
2025-03-02,P106,Furniture,26,41.80718509648534,5,Organic Search
2025-03-02,P111,Furniture,22,79.87396022112745,10,Email
2025-03-02,P108,Furniture,31,112.74961302823267,5,Email
2025-03-09,P101,Home Decor,20,101.81808278974712,5,Google Ads
2025-03-09,P109,Home Decor,32,31.72518175049454,5,Google Ads
2025-03-09,P109,Home Decor,29,106.42911228541222,5,Organic Search
2025-03-09,P113,Home Decor,15,107.24413393664153,0,Google Ads
2025-03-09,P114,Home Decor,23,99.82382390383215,5,Organic Search
2025-03-09,P119,Kitchen,5,27.621950813913884,0,Organic Search
2025-03-09,P115,Kitchen,11,74.16108737158817,0,Email
2025-03-09,P101,Kitchen,39,38.863310862630904,0,Google Ads
2025-03-09,P103,Kitchen,18,80.04648633100952,0,Google Ads
2025-03-09,P103,Kitchen,12,69.50358743930289,0,Meta Ads
2025-03-09,P112,Outdoor,41,40.83731417378982,0,Google Ads
2025-03-09,P111,Outdoor,10,93.42195019426138,5,Email
2025-03-09,P111,Outdoor,27,60.240519611493504,10,Google Ads
2025-03-09,P115,Outdoor,15,54.90782343840655,0,Google Ads
2025-03-09,P113,Outdoor,38,32.46481881302992,5,Meta Ads
2025-03-09,P120,Outdoor,33,99.31771927242966,0,Email
2025-03-09,P116,Outdoor,34,90.19582079343533,0,Google Ads
2025-03-09,P104,Outdoor,34,34.020681701141434,5,Organic Search
2025-03-09,P110,Outdoor,35,89.44985748085543,0,Email
2025-03-09,P110,Electronics,24,65.7722929055921,10,Organic Search
2025-03-09,P101,Electronics,49,81.48089443737234,15,Meta Ads
2025-03-09,P109,Electronics,19,79.15300382935413,0,Email
2025-03-09,P110,Electronics,20,73.44689108335531,0,Organic Search
2025-03-09,P104,Electronics,23,104.37329738954094,5,Google Ads
2025-03-09,P118,Electronics,14,62.43560626740906,0,Email
2025-03-09,P103,Furniture,37,37.757679009531444,0,Organic Search
2025-03-09,P116,Furniture,39,78.74487378932199,0,Meta Ads
2025-03-09,P110,Furniture,17,77.42001519454817,0,Google Ads
2025-03-09,P102,Furniture,11,87.99017817499735,0,Google Ads
2025-03-09,P107,Furniture,15,119.08187933872978,0,Email
2025-03-16,P104,Home Decor,46,110.08010319461576,5,Email
2025-03-16,P104,Home Decor,37,77.55382645984045,0,Google Ads
2025-03-16,P101,Home Decor,45,79.80135725654291,0,Google Ads
2025-03-16,P102,Home Decor,48,39.539768600595465,0,Email
2025-03-16,P106,Home Decor,7,70.96056758789021,0,Meta Ads
2025-03-16,P103,Home Decor,6,119.38463292822259,5,Google Ads
2025-03-16,P117,Home Decor,27,63.84658928979041,0,Organic Search
2025-03-16,P104,Kitchen,33,87.45051353616991,0,Organic Search
2025-03-16,P116,Kitchen,34,62.288948307109436,5,Meta Ads
2025-03-16,P117,Kitchen,12,98.52224588292157,10,Meta Ads
2025-03-16,P113,Kitchen,44,17.10276737221157,5,Google Ads
2025-03-16,P112,Kitchen,34,69.70058761356444,5,Google Ads
2025-03-16,P118,Kitchen,36,28.409915781699656,10,Email
2025-03-16,P106,Kitchen,18,27.353147989723656,0,Google Ads
2025-03-16,P113,Kitchen,25,51.36378570184537,0,Meta Ads
2025-03-16,P111,Outdoor,27,113.95063700573448,10,Organic Search
2025-03-16,P106,Outdoor,47,75.33167514336549,0,Organic Search
2025-03-16,P120,Outdoor,46,71.67192496979399,5,Google Ads
2025-03-16,P110,Outdoor,10,29.83419517392811,0,Organic Search
2025-03-16,P114,Outdoor,25,17.403851622492624,0,Google Ads
2025-03-16,P118,Electronics,22,82.30206812125986,10,Organic Search
2025-03-16,P101,Electronics,18,29.615792584840634,10,Organic Search
2025-03-16,P114,Electronics,7,115.04374039813591,10,Google Ads
2025-03-16,P113,Electronics,12,65.21457242004759,0,Meta Ads
2025-03-16,P115,Electronics,16,116.41132692108809,0,Organic Search
2025-03-16,P113,Electronics,24,61.14872730645556,0,Organic Search
2025-03-16,P106,Electronics,47,80.0567352642721,5,Google Ads
2025-03-16,P119,Furniture,38,63.27904449577862,0,Meta Ads
2025-03-16,P111,Furniture,35,87.97869903014808,15,Email
2025-03-16,P119,Furniture,25,27.745418639355034,0,Google Ads
2025-03-16,P119,Furniture,20,21.540638803656584,0,Google Ads
2025-03-16,P107,Furniture,41,79.59804101425614,0,Google Ads
2025-03-16,P120,Furniture,42,59.738755308489004,0,Email
2025-03-16,P120,Furniture,39,53.61473184211541,0,Meta Ads
2025-03-23,P105,Home Decor,6,29.049392309346317,0,Google Ads
2025-03-23,P106,Home Decor,14,86.50235686001568,0,Google Ads
2025-03-23,P105,Home Decor,25,102.60185342525058,5,Google Ads
2025-03-23,P118,Home Decor,36,66.22467461226805,0,Google Ads
2025-03-23,P111,Home Decor,30,28.355975082182205,10,Meta Ads
2025-03-23,P116,Home Decor,44,100.12202243855796,5,Email
2025-03-23,P106,Home Decor,46,108.66889233872462,15,Meta Ads
2025-03-23,P117,Home Decor,45,87.25414413908693,0,Email
2025-03-23,P101,Home Decor,44,63.455133785597084,5,Organic Search
2025-03-23,P108,Kitchen,12,38.83129290836324,10,Organic Search
2025-03-23,P113,Kitchen,36,118.76890345501378,0,Google Ads
2025-03-23,P108,Kitchen,27,90.21395574658163,0,Google Ads
2025-03-23,P103,Kitchen,9,68.40082539199574,0,Google Ads
2025-03-23,P114,Kitchen,19,113.94311591568525,5,Organic Search
2025-03-23,P119,Kitchen,9,72.70968459048707,10,Google Ads
2025-03-23,P106,Outdoor,32,109.38458652065472,5,Google Ads
2025-03-23,P108,Outdoor,6,85.07179179487498,0,Email
2025-03-23,P104,Outdoor,18,22.271702160015295,15,Email
2025-03-23,P118,Outdoor,40,45.74631385360129,15,Meta Ads
2025-03-23,P113,Outdoor,35,69.68065489259234,5,Meta Ads
2025-03-23,P102,Outdoor,19,26.63483602887974,0,Google Ads
2025-03-23,P108,Electronics,29,32.186799153856654,0,Meta Ads
2025-03-23,P120,Electronics,36,67.08502306138809,0,Google Ads
2025-03-23,P103,Electronics,34,105.44384961816078,10,Email
2025-03-23,P109,Electronics,25,94.27940251835922,0,Meta Ads
2025-03-23,P108,Electronics,11,33.96243280840659,0,Email
2025-03-23,P113,Furniture,33,86.9562916921667,0,Google Ads
2025-03-23,P118,Furniture,27,103.273817941176,5,Google Ads
2025-03-23,P111,Furniture,37,68.3778574262094,0,Email
2025-03-23,P119,Furniture,34,106.69890616538481,5,Google Ads
2025-03-23,P105,Furniture,46,73.59444414064154,10,Google Ads
2025-03-23,P112,Furniture,5,44.17972021113113,0,Email
2025-03-23,P110,Furniture,29,73.28391967674006,5,Email
2025-03-30,P102,Home Decor,17,71.5630450710191,0,Meta Ads
2025-03-30,P110,Home Decor,16,93.30204718677938,0,Email
2025-03-30,P102,Home Decor,24,49.32781971549831,0,Email
2025-03-30,P106,Home Decor,41,28.094975975696002,0,Organic Search
2025-03-30,P104,Home Decor,28,37.80695525757711,0,Email
2025-03-30,P106,Home Decor,44,33.72912135226963,0,Meta Ads
